f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Actor,Planet
86359995.407,78906243.013,52510843.461,66606066.755,48299925.769,48990070.472,60478117.413,14268718.668,52132505.887,60271459.839,60788128.655,41882521.141,75270613.284,86396161.439,38835091.644,27521367.334,24588775.51,46425637.485,63053773.417,80632988.565,35908921.061,15822586.004,90508871.582,80727030.239,42825650.848,20576164.746,13416162.945,41601953.788,73232104.912,61559557.524,47594265.453,26383770.265,59584408.746,25226221.096,83118500.066,53395986.914,26666921.154,50330780.231,47343612.54,96472588.794,71440033.864,65949540.153,63397166.724,82884892.905,11601446.477,73379589.859,40556390.392,32065313.78,90078013.678,69696338.724,1,1,0
86352212.222,78899891.247,52518057.522,66595937.29,48294049.971,48990290.806,60427074.89,14299567.703,52130260.075,60273221.03,60777696.758,41810260.816,75254697.316,86366253.358,38903402.15,27501578.227,24614859.386,46477821.039,63048243.484,80656170.285,35911351.23,15826115.972,90585314.541,80723313.788,42826504.094,20581440.214,13349337.092,41924463.557,73178945.818,61679877.223,47570330.463,26407675.805,59583013.58,25226321.334,83135902.147,49389371.207,26659751.759,50319840.025,47334276.871,96473330.502,71442244.327,65947312.403,63399827.934,82884733.636,11602848.983,73383736.415,40544961.55,32061158.844,90059320.803,69770602.011,1,1,0
86360003.287,78851481.098,52518730.629,66603166.78,48300229.332,48989984.595,60411605.207,14256953.399,52126218.136,60282736.999,60809514.538,41879298.093,75227135.3,86372090.088,38942076.565,27546740.961,24597960.732,46401879.287,63004399.093,80589342.321,35919047.436,15823819.778,90579631.235,80726267.749,42808538.373,20581157.092,13354078.957,41933833.041,73234106.229,61557478.099,47604714.705,26262300.95,59583543.524,25230261.366,83156847.272,53376793.428,26669850.26,50330908.59,47341133.515,96473623.677,71458631.331,65945949.152,63416827.296,82922107.056,11610383.562,73389812.155,40544673.054,32070006.586,90064469.729,69763405.465,1,1,0
86352974.411,78414634.625,52517006.718,66606301.921,48233205.584,48989352.884,60417641.024,14312985.532,52131029.482,60289394.734,60771591.54,41786414.111,75231079.217,86368218.244,38955236.811,27528108.706,24603812.152,46424945.319,62881920.994,80646007.131,35968620.893,15814559.552,90592537.822,80724971.643,42820919.682,20574329.983,13345174.128,41921975.793,73232626.231,61561665.374,47592984.985,26248852.491,59584284.722,25226983.341,83036320.787,53382592.755,26667579.881,50317824.117,47367429.39,96467327.29,71446960.197,65945313.286,63371397.387,82886273.377,11614109.282,73379001.416,40555572.839,32060212.337,90058774.123,69784048.106,1,1,0
86360136.839,78881805.147,52519176.834,66593919.428,48185936.084,48990142.918,60464056.738,14288867.592,52131999.509,60252940.824,60791130.686,41896796.698,75270882.863,86359502.275,38933366.557,27482441.185,24602703.797,46283696.787,63038346.165,80637866.563,35902050.062,15823339.061,90579643.143,80733463.117,42827786.055,20581142.612,13357322.7,41927883.986,73244158.366,61549797.935,47593531.376,26387243.539,59584505.981,25232210.864,83114816.542,53415640.48,26667235.056,50339856.899,47366445.753,96471641.821,71444618.386,65901626.923,63464658.596,82891164.671,11593912.135,73381644.355,40548252.688,31892627.174,90059599.938,69895929.31,1,1,0
86347743.916,78896679.059,52519440.418,66595304.086,48306379.168,48990175.315,60447037.394,14095306.348,52138539.665,60290222.78,60793509.779,41995018.186,75253896.021,86349736.471,38901572.928,27340294.11,24596906.228,46603281.565,59655466.365,80626488.608,35913024.042,15834905.395,90588363.595,80730442.439,42823003.344,20581894.149,13357572.389,41928528.705,73212976.508,61556964.934,47580917.644,26399101.712,59584092.818,25228063.767,83148215.601,53679485.773,26668504.815,50325943.913,47363256.265,96475020.516,71441923.067,65952526.983,63399786.987,82887530.437,11602867.516,73395891.21,40544017.763,32061890.695,90058209.619,69783509.078,1,1,0
86325760.523,78898133.379,52520247.49,66613032.545,48302458.903,48989858.473,60416543.924,14277184.086,52131251.212,60266119.591,60039518.235,41840780.085,75251561.537,86375281.873,38953459.428,27539484.764,24600795.856,46409262.19,63119806.041,80644805.506,35922417.001,15802007.502,90585685.563,80746504.274,42965075.727,20584606.962,13356754.587,41928306.073,73190427.896,61564468.537,47614706.82,26370328.826,59584883.97,25225582.193,83193767.412,53433031.699,26663034.161,50327730.242,47353780.889,96465053.005,71448062.586,65946059.134,63398109.433,82848795.765,11600144.495,73535434.173,40549309.311,32063599.075,90056837.311,69751671.228,1,1,0
86343148.56,78902593.296,52517575.189,66657447.94,48298013.247,48989444.402,60423050.191,14275756.953,52126394.077,60280203.62,60785112.353,41826623.715,75257855.847,86363135.819,38937984.097,27806962.767,24583309.845,46418148.918,62921979.507,80637209.88,35913806.458,15828009.406,90588996.415,80736900.275,42818031.106,20593096.671,13237441.812,41924577.907,73231061.611,61563984.032,47517091.509,26378146.347,59606669.575,25224137.375,83150212.541,53373560.492,26672276.318,50329726.855,47684858.428,96472116.467,71455292.869,65954849.016,63410653.27,82884468.936,11592158.549,73376712.788,40559641.295,32061576.151,90057627.751,69797100.09,1,1,0
86375059.141,78909379.525,52520376.786,66591786.126,48301128.33,49006763.649,60411405.063,14367358.439,52131410.126,60226835.494,60784431.987,41807033.142,75245781.685,86361337.734,38855662.785,27490303.69,24601717.225,46411539.362,62532069.291,80707025.277,35905984.446,15828642.485,90586471.812,80739576.563,42820886.764,20587866.238,13353709.276,41927122.145,73223147.292,61555797.623,47597193.928,26389563.769,59584583.166,25226574.618,83136075.727,53307631.764,26667198.157,50340866.966,47352594.379,96472411.05,71444361.049,65949856.812,63399972.361,82874762.944,11604701.278,73381678.973,40549553.794,32060454.805,90057450.726,69761320.567,1,1,0
86356747.317,78895705.272,52517576.038,66616601.638,48261044.869,48990753.689,60415359.397,14281517.178,52126181.426,60145019.432,60787458.565,41859833.465,75222536.418,86362956.051,38931530.544,27530735.869,24593266.682,46397950.886,63217307.657,80409674.811,35905817.708,15823801.117,90584402.818,80660674.292,42822314.154,20581666.871,13353866.879,41931873.333,73174661.023,61548751.683,47590698.738,26379180.409,59583794.714,25228234.491,82922910.461,53386643.744,26666097.335,50287091.823,47329166.016,96472472.001,71439600.361,65932658.456,63413373.74,82887848.969,11606839.339,73371855.529,40557762.56,32061577.603,90057433.434,69791828.376,1,1,0
86347075.329,78894324.433,52510284.353,66597629.809,48296675.835,48990180.397,60385432.055,14278222.301,52121829.476,60275731.942,60782203.209,41848584.359,75259592.473,86387434.377,38894649.514,27445492.323,24585103.802,46510534.415,62945422.928,80630697.59,35905756.92,15829929.261,90586365.758,80729013.347,42824696.762,20582023.765,13355030.39,41929296.347,73239396.396,61558754.95,47606746.956,26402241.641,59585043.182,25226522.46,83126427.148,53411362.282,26668013.14,50346813.798,47368868.698,96471042.204,71402399.184,65953276.677,63408703.52,82887472.582,11600446.386,73404318.342,41140205.56,32059580.418,90058089.783,69764380.77,1,1,0
86358961.885,78939682.261,52518858.406,66579683.015,48318188.836,48990155.049,60411477.947,14270157.128,52131042.044,60273639.276,60795969.301,41858342.355,75209873.919,86393187.651,38826631.031,27478893.946,24615160.44,46441199.272,63053174.486,80642152.736,35909642.72,15833998.497,90582269.212,80727620.938,42826097.979,20585876.694,13350707.858,41924011.699,73242026.863,61558458.3,47594125.474,26401400.038,59584474.665,25225027.759,83120828.494,53381193.095,26665751.817,50325026.661,47378010.112,96473459.397,71442902.151,65946001.928,63372342.367,82888121.878,11601151.437,73375359.275,40553340.094,32059667.315,90058641.666,69759011.809,1,0,0
86358240.437,78903116.715,52519475.021,66108978.36,48297156.345,48990096.398,60474009.515,14279549.912,52132479.126,60268424.837,60798162.683,41854228.811,75242019.888,86363384.075,38919841.464,27525861.106,24592585.831,46416490.802,63035701.818,80647097.574,35912210.503,15820964.192,90584649.835,80747230.275,42824867.574,20576961.292,13353060.519,41932372.389,73236834.864,61548764.584,47591869.279,26399212.242,59581996.914,25228469.823,83138098.354,53379200.955,26660088.771,50310798.639,47336164.88,96460616.146,71443983.953,65939762.494,63398720.88,82885861.998,11504302.487,73384833.083,40554498.74,32060417.949,90059522.903,69755707.307,1,0,0
86354744.027,78901028.984,52520879.047,66608604.638,48294260.297,48990270.763,60407635.751,14270338.057,52128967.779,60270261.691,60797157.831,41840668.911,75227251.772,86367455.506,38911454.589,27516044.591,24594116.944,46408289.804,63040471.832,80633953.962,35916849.505,15823469.608,90586191.936,80726699.168,42826170.086,20581553.951,13353859.779,41924653.636,73243886.816,53506360.138,47593253.526,26390478.413,59584410.681,25216506.458,83127202.49,53374830.778,26664958.76,50311109.43,47344934.937,96469175.702,71444139.362,65945273.628,63402499.483,82869621.633,11603570.505,73382348.179,40552286.548,32060995.4,90058445.363,69772276.438,1,0,0
86358495.407,78897917.336,52523728.716,66587162.002,48298583.387,48990367.785,60409605.823,14275490.95,52130581.292,60279073.769,60949369.69,41811676.431,75195069.109,86367697.509,38912281.537,27451946.495,24588272.498,46391327.874,62983324.424,80623193.939,35912492.756,15680088.474,90609200.878,80724521.269,42840346.837,20574126.053,13354489.147,41923455.879,73229101.082,61562928.085,47593059.436,26379403.395,59584682.989,25228090.317,83267986.445,53327949.742,26666194.088,50328392.534,47347792.643,96473235.255,71443110.432,65944668.689,63380691.496,82850302.745,11602613.339,73377717.829,40570830.396,32060941.036,90058489.252,69771353.055,1,0,0
86359326.966,78905147.431,52519147.759,66599336.401,48293347.723,48990175.778,60400641.011,14268548.053,52129200.263,60232338.497,60788264.296,41848037.134,75273227.686,86370506.547,38893280.418,27520248.649,24600966.68,46411552.29,62866975.264,80632580.425,35911722.947,15823883.313,90584044.6,80732491.561,42826011.08,20585612.018,13353378.061,41926017.11,73250357.493,61558976.364,47593108.325,26461432.924,59584453.035,25223224.439,83127625.343,53373813.67,26664787.184,50354285.999,47337261.875,96473262.171,71445628.625,65955351.331,63407456.963,82892392.009,11607699.354,73387722.763,40552399.103,32060938.732,90058431.895,69773925.967,1,0,0
86358224.178,78829327.649,52517541.596,66550080.329,48324335.2,48990094.857,60418156.658,14342891.39,52053686.773,60284921.983,60832979.494,41859484.265,75155130.833,86374226.041,38928626.2,30072578.227,24606690.344,46383852.932,63012070.43,80627129.43,35909415.729,15832964.839,90596067.51,80734111.633,42827229.559,20605405.08,13357627.684,41924747.444,73229951.746,61560167.16,47600248.158,26382385.367,59584177.548,25227368.107,83126683.731,53392873.922,26662583.564,50315053.963,47342736.926,96473712.142,71435893.988,65941350.742,63406896.0,82928010.715,11746431.487,73378503.967,40547522.458,32061284.743,90057274.756,69551068.974,1,0,0
86336669.871,78903738.175,52511558.5,66648603.882,48302103.396,48989874.876,60416186.227,14295201.539,52130080.534,60270928.502,60793686.595,42081716.488,75234774.099,86374931.581,38905790.811,27535922.106,24595952.968,46428421.946,63014962.663,80633268.432,35792886.2,15837053.509,90586974.579,80730678.771,42825782.793,20600949.709,13354440.117,41928867.096,73239153.188,61556141.819,47595387.895,26375624.714,59584056.796,25226280.939,83101206.66,53348094.649,26663075.359,50328510.341,47337679.837,96472726.776,71454231.296,65946696.973,63401662.294,82885386.325,11604297.996,73373115.738,40548323.685,32060069.568,90058863.848,69773058.197,1,0,0
86355827.43,78901986.074,52518924.604,66598213.734,48299007.046,48990149.708,60415430.819,14275101.88,52129877.666,60275152.858,60792425.55,41840594.437,75235437.318,86368325.699,38917018.785,27512431.992,24591062.579,46406391.609,63023365.877,80636267.57,35910344.656,15826659.443,90586229.407,80730348.698,42825751.555,20580163.634,13354677.973,41926679.002,73235920.787,61556137.11,47594691.777,26389835.142,59584526.948,25227387.28,83126703.436,53379336.917,26665836.794,50322570.72,47344516.468,96472931.0,71443821.238,65945845.686,63400020.636,82886274.222,11602182.032,73380898.452,40553004.131,32061184.605,90058686.614,69772713.894,1,0,0
86347884.482,78903932.801,52518981.346,66597593.863,48299838.459,48990019.616,60416699.867,14280585.661,52130717.894,60294377.604,60791596.827,41840686.091,75238705.889,86295346.604,38924244.825,27505526.826,24539892.057,46416960.662,63027672.739,80636325.812,35911852.157,15827637.422,90586372.718,80717963.122,42825592.539,20575987.075,13363669.101,41927426.513,73240335.211,61556911.038,47597887.04,26390472.609,59584664.768,25221745.657,83140095.814,53384441.178,26666155.145,50320502.531,47376869.481,96472562.392,71464259.703,65948738.121,63364540.52,82897828.952,11598227.928,73379840.088,40557442.428,32060574.493,90059052.928,69769510.651,1,0,0
86355827.432,78901986.07,52518924.575,66598213.752,48299007.037,48990149.693,60415430.822,14275101.955,52129877.668,60275152.858,60792424.94,41840594.412,75235437.175,86368325.678,38917018.804,27512431.995,24591063.205,46406390.716,63023365.564,80636267.616,35910344.66,15826659.443,90586229.35,80730348.494,42825751.555,20580160.432,13354677.972,41926678.998,73235920.777,61556136.182,47594691.771,26389825.141,59584526.949,25227387.279,83126703.515,53379336.899,26665836.681,50322570.724,47344516.466,96472930.971,71443821.416,65945845.726,63400020.636,82886274.219,11602182.017,73380898.382,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86353090.433,78896946.043,52521795.53,66604749.912,48303885.708,48986076.541,60407972.391,14277477.633,52129878.193,60277628.341,60795035.527,41800326.842,75224775.446,86387882.595,38915660.859,27485172.788,24591717.07,46394639.384,63021066.153,80638672.649,35909736.862,15824493.602,90588703.066,80733071.616,42826197.481,20598518.081,13355066.833,41930703.197,72224220.115,61449821.571,47597738.214,26391367.423,59584793.717,25226547.967,83126672.451,53380407.749,26664852.205,50327879.27,47348911.6,96474482.272,71444041.958,65952853.924,63402189.305,82886480.776,11603576.906,73377145.687,40558363.486,32060104.701,90058616.857,69779120.529,1,0,0
86357218.206,78898582.51,52519328.032,66612663.246,48295007.086,48990232.702,60408600.076,14267414.172,52128766.386,60262147.883,60800891.792,41846935.666,75225819.449,86366896.13,38906524.159,27516862.223,24594145.609,46413994.165,63096109.259,80632683.093,35912873.805,15823537.189,90586189.222,80738536.414,42825962.11,20583387.209,13353807.011,41926613.733,73255018.767,61559028.739,47592717.594,26382830.049,59584329.274,25236638.56,83127518.576,53372661.276,26663638.389,50296069.017,47342399.602,96471626.156,71444866.093,65944609.931,63404475.673,82888068.165,11603995.065,73384185.588,40552394.139,32060831.187,90058410.938,69775564.752,1,0,0
86358908.716,78909022.368,52518698.099,66603594.651,48281932.37,48990045.181,60379886.634,14286072.519,52130732.682,60274634.111,60739978.633,41838761.958,75667017.349,86369776.614,38861752.672,27510112.162,24534436.068,46412346.287,62950447.983,80622175.334,35912334.51,15827007.204,90582830.573,80721133.75,42824763.485,20578459.346,13354939.084,41930136.827,73227144.053,61572338.655,47597277.882,74472729.831,59584478.778,25225603.977,83079250.223,53382142.127,26665615.763,50323756.422,47345556.561,96473556.006,71442637.548,65942369.447,63428767.07,82884592.288,11599821.429,73384915.159,40552501.01,32062016.284,90058964.381,69757909.385,1,0,0
86362908.305,78898900.076,52519567.775,66596950.077,48313187.363,48990256.488,60417379.106,14262576.447,52128123.309,60274472.498,60797014.703,41835011.64,75238838.902,86370184.702,38890520.091,27498508.532,24649318.097,46400650.79,63055495.186,80635187.921,35911913.139,15826404.417,90586394.307,80728011.452,42826887.33,20584030.81,13345057.152,41922893.721,73243195.966,61562426.971,47583470.176,26384133.198,59584068.054,25226567.357,83126049.706,53370035.61,26651222.752,50378665.878,47255400.832,96466343.453,71447167.231,65931081.157,63400205.242,82881270.338,11608423.642,73375961.015,40537903.562,32058747.532,90060681.615,69824437.64,1,0,0
