f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Actor,CelestialBody
86360003.287,78851481.098,52518730.629,66603166.78,48300229.332,48989984.595,60411605.207,14256953.399,52126218.136,60282736.999,60809514.538,41879298.093,75227135.3,86372090.088,38942076.565,27546740.961,24597960.732,46401879.287,63004399.093,80589342.321,35919047.436,15823819.778,90579631.235,80726267.749,42808538.373,20581157.092,13354078.957,41933833.041,73234106.229,61557478.099,47604714.705,26262300.95,59583543.524,25230261.366,83156847.272,53376793.428,26669850.26,50330908.59,47341133.515,96473623.677,71458631.331,65945949.152,63416827.296,82922107.056,11610383.562,73389812.155,40544673.054,32070006.586,90064469.729,69763405.465,1,1,0
86338068.651,78896763.716,52521028.98,66596995.013,48292736.496,48990222.821,60440453.013,14264992.071,52129650.946,60268633.835,60794255.493,41750090.657,75247710.77,86370889.342,38926428.943,27501807.916,24576927.032,46474479.545,62559324.01,80644264.279,35916201.622,15826181.747,90583969.636,80725344.343,42829412.343,20585844.322,13350891.948,41922984.757,73191169.579,61551897.901,47594947.588,26410586.297,59584660.993,25223353.014,83133614.011,53372103.461,26658187.97,50332515.349,47340954.614,96472474.197,71441657.562,65943489.784,63394605.969,82885840.772,11596773.547,73378666.455,40550680.763,32110378.947,90058950.004,69762011.748,1,1,0
86360021.884,78898513.309,52519398.003,66607989.393,48297073.855,48990296.591,60425577.968,14273510.416,52116006.394,60259165.266,60776439.374,41840433.665,75237656.921,86390002.499,38896168.62,27502364.063,24472267.291,46394297.283,62969856.197,80636460.099,35928141.776,15830990.946,90585662.986,80726607.55,42823316.103,20579026.26,13363836.873,41927879.311,73239724.576,61555032.288,47591082.264,26379617.611,59585644.042,25226664.054,83133982.404,53387418.464,26669727.494,50293141.507,47339712.174,96472466.789,71447299.041,65923759.362,63380708.65,82899719.556,11602426.865,73383049.593,40555187.535,32060347.327,90065744.542,69770427.744,1,1,0
86356758.795,78854792.892,52519833.318,66589826.574,48303201.438,48989954.561,60411880.502,14203558.498,52136872.628,60275206.565,60792064.425,41791414.49,75238640.832,86378064.729,38920435.328,27501608.8,24583179.058,46421743.685,63386662.213,80633572.011,35928035.872,15828424.008,90583779.587,80717468.37,42825648.016,20578042.429,13353463.523,41925341.259,73228605.501,61563091.236,47592984.987,26385046.534,59584323.632,25226961.626,83129331.915,53370297.535,26663873.693,50285404.906,47341438.54,96473061.69,71444675.079,65946095.855,63390738.823,82886048.589,11609950.021,73384887.621,40544665.33,32061394.518,90059671.123,69743287.592,1,1,0
86984475.621,78904828.953,52518742.767,66592114.714,48291921.399,48983703.143,60461201.738,14284937.987,52127931.702,60274061.833,60792313.063,41800097.612,75235536.68,86411599.161,38899099.274,27511296.195,24593866.699,46385912.132,62813752.361,80463494.013,35913316.284,15816042.309,90592655.015,80736228.781,42817271.464,20580487.472,13351665.158,41909628.469,73241393.025,60837649.314,47589400.561,26906230.046,59662614.145,25222859.135,83129547.126,53377702.341,26664902.782,50334783.937,47407969.416,96472752.613,71423214.353,65949917.134,63396103.308,82895753.354,11588634.153,73382604.421,40550879.167,32061427.419,90053601.108,69768427.01,1,1,0
86358874.033,78913500.558,52518050.652,66601041.542,48288523.399,48990320.295,60379587.939,14254870.385,52129560.04,60271877.979,60792728.92,41841951.147,75235739.855,86379368.99,38949359.045,27507599.556,24589165.766,46425415.121,63174797.091,80635563.441,35910472.428,15828393.076,90583806.372,80714684.672,42827413.67,20572936.075,13353121.078,41926240.067,73228106.084,61643980.149,47599303.403,26384393.91,59583859.81,25227435.537,83109624.283,53202850.127,26667615.852,50332326.404,47344009.565,96473223.546,71437589.757,65948939.036,63409809.149,82884296.681,11612384.253,73380189.969,40557980.945,32029623.278,90060762.023,69764856.377,1,1,0
86352113.015,78895053.115,52521595.413,66594360.623,48299472.943,48990111.588,60432046.767,14342685.462,52130603.884,60280633.013,60801531.785,41865321.558,75234491.078,86353352.854,38934343.733,27461035.902,24582010.281,46418882.012,63019542.494,80631004.401,35921745.765,15827785.48,90579139.7,80731571.361,42827058.629,20581957.566,13352570.934,41942020.747,73242506.535,61538907.172,47598839.123,26404460.067,59584128.349,25224508.796,83150887.245,53375641.307,26667613.07,50308532.987,47337786.394,96472600.921,71438902.42,65949561.112,63324640.301,82888815.482,11599557.575,73392141.416,40552751.42,32061927.316,90059271.061,69757207.413,1,1,0
86361003.435,78916549.537,52519656.91,66564525.22,48289759.348,48990030.598,60439942.102,14285443.642,52131788.554,60263363.256,60767192.666,41843739.995,75196967.35,86370256.419,38914551.902,27542477.273,24648439.599,46433220.987,63524865.41,80631271.785,35956192.777,15828561.429,90584870.557,80739318.732,42826243.959,20603791.323,13359240.831,41924490.137,73211563.153,61549649.162,47604342.054,26351942.078,59584534.939,25232882.688,83119182.16,53521816.721,26666557.039,50334105.333,47344233.506,96472135.848,71448576.748,65948778.513,63397758.075,82892161.098,11609309.912,73378915.306,40554010.461,32062615.335,90099834.126,69772256.732,1,1,0
86355780.246,78901695.205,52518401.172,66604716.415,48288327.229,48990113.709,60414442.252,14253924.19,52164940.929,60350565.858,60861577.755,41860600.512,75215107.129,86375409.899,38913933.652,27519071.519,24593091.936,46237501.487,63063015.376,80617967.937,35919857.234,15828911.299,90583271.492,80739226.698,42823017.277,20584548.416,13354784.706,41188079.322,73245985.293,61560465.665,46666688.728,26384107.467,59584200.082,25225994.965,83138034.585,53341292.237,26667932.839,50311770.642,47336634.751,96472152.478,71445223.563,65947405.409,63400851.856,82897701.232,11605019.628,73366167.835,40551837.572,32053664.104,90051094.919,69768605.607,1,1,0
86840573.887,78904664.696,52520240.17,66598708.973,48313461.384,48989232.566,60403869.427,13480971.887,52122190.916,60249208.946,60789705.831,41850449.11,75194325.136,86368282.072,38911576.536,27538149.318,24543194.973,46255452.855,62708256.133,80643591.992,35907660.84,15826040.264,90590379.87,80719046.971,42824135.402,20572636.231,13352845.256,41917635.85,73231414.189,61613785.411,47591095.978,26379292.589,59584276.955,25223334.364,83126531.25,53370103.827,26500642.561,50340248.599,47337747.521,96472864.574,71444990.539,65947854.158,63420118.234,82886377.031,11605011.251,73383152.939,40550372.999,32060964.185,90055678.214,69831262.25,1,1,0
86352492.769,78900291.405,52519177.287,66601708.325,48312122.359,48990058.922,60414969.344,14277890.207,52131087.453,60274016.51,60788844.391,41845527.908,75232929.226,86367739.694,38912405.904,27510912.501,24586911.928,46411662.018,62975094.878,80640281.65,35910023.731,15826980.729,90586458.133,80735064.705,42825339.358,20579000.432,13353138.89,41926431.484,73309944.024,61553345.309,47595920.138,26382726.595,59584897.661,25225676.41,83130617.13,53373657.909,26665622.407,50335054.662,47347997.278,96470580.626,71447665.488,65946727.641,63395880.816,82885132.025,11599011.821,73382913.828,40552188.309,32061593.925,90061164.095,69760192.002,0,0,1
86351344.833,78901258.534,52520220.107,66599393.975,48298330.201,48990201.116,60418887.739,14285152.75,52118610.755,60275950.818,60796059.497,41844084.825,75237460.38,86368893.685,38930100.592,27524855.066,24598875.618,46401128.285,63005755.278,80640475.809,35907390.965,15825498.031,90584396.984,80748222.59,42826104.08,20582886.379,13355162.26,41923667.278,73237014.228,61560007.182,47598412.125,26380379.752,59585231.933,25228200.079,83125442.282,53375397.473,26665717.5,50321726.081,47753734.862,96472886.404,71426682.954,65947371.653,63397675.935,82885982.648,11601435.275,73376861.107,40555473.186,32060683.482,90064178.606,69775103.878,0,0,1
86374431.097,78899387.192,52510969.718,66593706.872,48291948.262,48994068.911,60418570.841,14262032.955,52130397.168,60327344.052,60807429.505,41835361.754,75257025.6,86365076.966,38879249.312,27503014.687,24594813.172,46392131.833,62989911.871,80626717.354,35910205.243,15825881.672,90586623.429,80730171.206,42834236.796,20559205.763,13351006.344,41927380.073,73228661.984,61554411.178,47586760.301,23474217.447,59585969.772,25227659.214,83117363.517,53370526.052,26668080.563,50310189.477,47342980.551,96472380.872,71444130.608,65946089.105,63455728.069,82891085.255,11589371.546,73434138.602,40559264.802,32053894.493,90058721.217,69775864.459,0,0,1
86355827.432,78901986.075,52518924.577,66598213.761,48299006.987,48990149.692,60415430.822,14275101.953,52129877.667,60275152.844,60792424.968,41840594.45,75235437.174,86368325.687,38917018.794,27512431.987,24591063.163,46406391.123,63023365.346,80636267.711,35910344.667,15826659.443,90586229.403,80730348.658,42825751.556,20580160.466,13354677.967,41926678.998,73235920.742,61556136.157,47594691.775,26389825.374,59584526.949,25227387.279,83126703.476,53379336.902,26665836.683,50322570.723,47344516.466,96472930.977,71443821.415,65945845.742,63400020.636,82886274.238,11602182.031,73380898.363,40553004.133,32061184.605,90058686.613,69772713.894,0,0,1
86350249.552,78900546.431,52518998.283,66594189.249,48296156.051,48990157.158,60334965.87,14278786.191,52130094.185,60210696.382,60800559.776,41843593.417,75267021.608,86339752.897,38885406.87,27504843.09,24595845.96,46392634.65,62922636.91,80634549.431,35906056.561,15825056.652,90587073.007,80753553.755,42828560.115,20576248.038,13352437.702,41926602.141,73219477.789,61543649.131,47644090.442,26402913.515,59584694.82,25228115.826,83114071.159,53388640.948,26664401.933,50302160.531,47349348.423,96471354.281,71446227.512,65944474.658,63391122.764,82912676.516,11599657.353,73375371.73,40552600.214,32062227.6,90057309.487,69795854.926,0,0,1
86363838.265,78897210.103,52519093.268,66325867.735,48291482.246,48990332.625,60408972.958,14279756.326,52130111.171,60279950.192,60788382.413,41839059.851,75310314.864,86365166.232,38933140.973,27510758.26,24585126.915,46435845.654,63050195.879,80656805.43,35902384.806,15850647.366,90585937.629,80802350.252,42825281.83,20579589.197,13283357.669,41922144.706,73237268.342,61424550.611,47585917.184,26366594.639,59584617.671,25203151.575,83120959.82,53411679.033,26665111.221,50324798.509,47340836.947,96454078.788,71440044.474,65949590.426,63400415.466,82882450.426,11602814.266,73380687.288,40554335.006,32062362.75,90058874.735,69774852.808,0,0,1
86348110.256,78903452.026,52515540.956,66597590.294,48300699.15,48990120.94,60414723.995,14281338.597,52132307.909,60288512.359,60791399.735,41842009.557,75230189.698,86362201.802,38917539.447,27505720.163,24602983.516,46408904.299,63023204.53,80636307.83,35913925.989,15825917.828,90587749.966,80733333.967,42825060.124,20578390.358,13352171.957,41927038.725,73237760.352,61556216.111,47570704.995,26390809.471,59584535.537,25224895.994,83144165.921,53394117.778,26665816.77,50316304.863,47342741.422,96473122.281,71471530.141,65944612.251,63569082.584,82886728.532,11600967.759,73380470.71,40557267.567,32063366.35,90057293.836,69776275.864,0,0,1
86358825.393,78897893.819,52519114.093,66597701.76,48325955.566,48989923.41,60424235.5,14280141.737,52125012.957,60276208.706,60783611.759,41838781.768,75243684.099,86366639.806,38929929.908,27512328.694,24601195.772,46414039.272,62975990.324,80653053.885,35911296.696,15873544.071,90587512.299,80741334.484,42836118.627,20575630.685,13346842.764,41925658.628,73237403.402,61551224.039,47602117.111,26385489.118,59584709.245,25224846.196,83172451.252,53363490.53,26607882.612,50319661.609,47345009.193,96474254.509,71460364.435,65957503.353,63393346.647,82890068.693,11594650.396,73393463.349,40553656.551,32065396.964,90057924.056,69759814.517,0,0,1
86346729.394,78903965.887,52519080.403,66591899.959,48292378.099,48991488.222,60421514.156,14268064.188,52131624.968,60272522.686,60799361.361,41849169.946,75233364.18,86376621.51,39169948.152,27503240.325,24596168.258,46648887.988,62978497.155,80638418.806,35910846.859,15825483.575,90586281.264,80728824.787,42826344.597,20574710.705,13355419.364,41928502.356,73238585.14,61548649.009,47593455.453,26396548.786,59586306.65,25227965.12,83128546.892,53376469.902,26667038.054,50290355.45,47344411.36,96473320.854,71444250.364,65943250.827,63453375.976,82888247.118,11605810.518,73361552.408,40549571.64,32060605.284,90059423.827,69773048.616,0,0,1
86358961.885,78939682.261,52518858.406,66579683.015,48318188.836,48990155.049,60411477.947,14270157.128,52131042.044,60273639.276,60795969.301,41858342.355,75209873.919,86393187.651,38826631.031,27478893.946,24615160.44,46441199.272,63053174.486,80642152.736,35909642.72,15833998.497,90582269.212,80727620.938,42826097.979,20585876.694,13350707.858,41924011.699,73242026.863,61558458.3,47594125.474,26401400.038,59584474.665,25225027.759,83120828.494,53381193.095,26665751.817,50325026.661,47378010.112,96473459.397,71442902.151,65946001.928,63372342.367,82888121.878,11601151.437,73375359.275,40553340.094,32059667.315,90058641.666,69759011.809,0,0,1
86345977.237,78896832.477,52519026.764,66564358.135,48304853.177,48990380.996,60417290.923,14283013.149,52137125.315,60296580.641,60795634.829,41845425.505,75240928.718,86373810.241,38715171.151,27501044.556,24578323.754,46412047.765,63010133.704,80629790.403,35913444.173,15826368.196,90297426.343,80734142.998,42826020.946,20584970.082,13353313.279,41924647.51,73226510.488,61553576.051,47584698.666,26370951.292,59583565.229,25229854.998,83054854.039,53404717.317,26667391.292,50329495.963,47350339.478,96457700.351,71442344.889,65951418.803,63408677.341,82888173.657,11608967.801,73377872.854,40557095.871,32061021.923,90051450.217,69777493.982,0,0,1
86364949.051,78901175.161,52537504.92,66593457.097,48292826.839,48990513.084,60425754.97,14884173.569,52130554.477,60245706.792,60799201.725,41840816.376,75238934.718,86365509.427,38910362.917,27504960.064,24592920.47,46413395.867,63029943.031,80642848.627,35915761.981,15826074.365,90576609.896,80731372.93,42835007.253,20575117.829,13405612.095,41918934.003,73226931.168,61554871.231,47581861.963,26388918.492,59584745.319,25226543.89,83136511.853,53356216.776,26667677.685,50317873.113,47351114.273,96472802.729,71441672.451,65945652.01,63408787.046,82843988.253,11589714.482,73395518.371,40554120.462,32061733.165,90065921.816,69773314.625,0,0,1
86345272.111,78905171.682,52518904.055,66621371.477,48277223.429,48990091.51,60417537.463,14281771.476,52130074.334,60276189.12,60796059.868,41831522.009,75237171.653,86367177.148,38915665.703,27431185.605,24591237.644,46340029.028,63035985.849,80639710.851,35905608.664,15825947.022,90587233.625,80715549.58,42826122.601,20574391.56,13354643.067,41908456.741,73235458.983,61560528.262,47594769.711,26396155.202,59584512.603,25231231.033,83130641.814,53349913.155,26657281.983,50326705.319,47343419.88,96472679.498,71443407.755,65947059.41,63432416.592,82887720.475,11592345.693,73383361.808,40561705.706,32060856.847,90058397.094,69773619.784,0,0,1
86326343.655,78904054.445,52518134.912,66615509.774,48303386.082,48990480.469,60428764.425,14287676.137,52129992.164,60317337.765,60791155.552,41852107.958,75246389.048,86364837.799,38850690.464,27512248.073,24591092.779,46419007.713,63095042.468,82762210.963,35911648.305,15826995.523,90588007.121,80727465.85,42839315.266,20593149.803,13352807.041,41928252.315,73234251.401,61567825.151,47592575.404,26400998.406,59584443.971,25242115.106,83126898.978,53470672.16,26669952.475,50317811.739,47346191.51,96472870.687,71440073.574,65946190.925,63382740.153,82869222.196,11614362.419,73380034.177,40558215.024,32061356.069,90060646.131,69792458.838,0,0,1
86347424.987,78852976.232,52518249.24,66616406.709,48291837.355,48990031.652,60417760.801,14273592.981,52129803.663,60292641.903,60798531.77,41845119.492,75241641.856,86375549.9,38936144.909,27572436.182,24592667.083,46410664.741,63021711.255,80628173.911,35910119.844,15826893.604,90587325.2,80751616.995,42825016.495,20580966.864,13351799.503,41926234.929,73233915.657,61560445.439,47599007.622,26364793.72,59585324.766,25215938.923,83113811.469,53395588.237,26664027.023,50313516.806,47343611.789,96472755.445,71458287.306,65949045.245,63401109.666,82883502.593,11607370.709,73386057.632,40551363.287,32056404.48,90058256.714,69775948.147,0,0,1
